row_id,description,player_counts_min_players,player_counts_max_players,playtime_min_playtime,playtime_max_playtime,boardgame,minimum_age,game_info_release_year,game_info_categories,game_info_mechanisms,game_info_family,credits_designers,credits_solo_designer,credits_artists,credits_publishers,credits_developer,credits_graphic_designer,credits_sculptor,credits_editor,credits_writer,credits_insert_designer,game_stats_average_rating,game_stats_num_of_ratings,game_stats_std_deviation,game_stats_weight,game_stats_comments,game_stats_fans,game_stats_page_views,ranks_overall,ranks_strategy,play_stats_all_time_plays,play_stats_this_month_plays,collection_stats_own,collection_stats_previously_owned,collection_stats_for_trade,collection_stats_want_in_trade,collection_stats_wishlist,ratings_rated_1,ratings_rated_2,ratings_rated_3,ratings_rated_4,ratings_rated_5,ratings_rated_6,ratings_rated_7,ratings_rated_8,ratings_rated_9,ratings_rated_10,link_to_game,suggested_retail_price_usd,amazon_price_usd,boardgamebliss_price_cad,boardgamebliss_price_usd,philibert_price_eur,philibert_price_usd,zatu_games_price_gbp,zatu_games_price_usd,ebay_price_usd,ranks_thematic,cardhaus_games_price_usd,miniature_market_price_usd,noble_knight_games_price_usd,boardtopia_price_usd,k&b_hobbies_and_games_price_cad,k&b_hobbies_and_games_price_usd,zulu's_board_game_cafe_price_usd,elevated_board_games_price_usd,collector_store_llc_price_usd,ranks_war,usedgames.ca_price_cad,usedgames.ca_price_usd,stonemaier_games_price_usd,ranks_customizable,ranks_family,ranks_abstract,renegade_game_studios_price_usd,ranks_party,fowers_games_price_usd,ranks_children's,bgg_store_price_usd
492,"Buy tiles, manage resources and place wonder tokens to build your own Ancient City.",1,5,50.0,70.0,World Wonders,12.0,2023.0,Ancient;Territory Building,Action Points;Grid Coverage;Loans;Open Drafting;Solo / Solitaire Game;Square Grid;Tile Placement,Components: Polyominoes;Components: Wooden pieces & boards;Misc: Watch It Played How To Videos;Theme: Construction,Zé Mendes,,Odysseas Stamoglou;Tom Ventre,MeepleBR;MUNDUS;Arcane Wonders;CMON Global Limited;GateOnGames;Gém Klub Kft.;Glyptodon;Hobby Japan;Jianjie Star Games;Kobold Spieleverlag;Korea Boardgames;Lavka Games;Lucky Duck Games;Maldito Games;Super Meeple;TLAMA games,Michael Alves;Diego Bianchini,Zé Mendes,,,,,7.629,5879,1.16,2.26,864,640,579622,492,314.0,22742,308,10195,744,104,375,2794,6,2,21,42,150,513,1500,2400,972,314,https://boardgamegeek.com/boardgame/365258/world-wonders,49.99,42.98,49.95,36.06,,,35.59,48.0,23.0,,38.99,,39.95,,,,,,,,,,,,93.0,,,,,,
493,Expand and develop your historical empire while trading with competing civilizations.,2,7,360.0,360.0,Civilization,12.0,1980.0,Ancient;Civilization;Economic;Negotiation,Area Majority / Influence;Area Movement;Hand Management;Set Collection;Simulation;Tech Trees / Tech Tracks;Trading;Turn Order: Stat-Based,Ancient: Babylon;Ancient: Egypt;Ancient: Greece;Ancient: Rome;Components: Map (Continental / National scale);Game: Civilization;Islands: Crete (Greece);Misc: BGG Hall of Fame;Misc: Dice Tower Hall of Fame;Region: Aegean Sea;Region: Mediterranean Sea;War Level of Command: Grand Strategy,Francis Tresham,,Ed Dovey;Charles Kibler;Rodger B. MacGowan;Guillaume Rohmer;Dale Sheaffer;Francis Tresham,Hartland Trefoil Ltd.;ACE Pelit Oy;The Avalon Hill Game Co;Compendium Games;Descartes Editeur;Gibsons;Joc Internacional;Piatnik;Spiel & Kunst;Welt der Spiele,Mick Uhl,,,,,,7.493,7630,1.60,3.64,2419,439,929291,493,344.0,5653,3,11413,1658,460,229,1048,26,42,80,189,397,939,1800,2000,1300,825,https://boardgamegeek.com/boardgame/71/civilization,,130.0,,,,,31.99,43.15,10.77,,,,24.0,,,,,,,,,,,,,,,,,,
494,"Adapt your species in an ecosystem of scarce food, predators, and a dynamic climate!",2,6,60.0,60.0,Evolution: Climate,12.0,2016.0,Animals;Card Game;Educational;Environmental;Prehistoric;Print & Play,Action Points;Events;Hand Management;Secret Unit Deployment;Simulation;Take That;Turn Order: Progressive,Crowdfunding: Kickstarter;Digital Implementations: Google Play;Mechanism: Tableau Building;Series: Evolution (North Star Games);Theme: Biology;Theme: Evolution;Theme: Nature;Theme: Science,Dominic Crapuchettes;Dmitry Knorre;Sergey Machin,,Ben Goldman;Catherine Hamilton,"North Star Games, LLC;(Web published);Funforge;Mandoo Games;Rightgames RBG SIA",Nick Bentley,Jacoby O'Connor,,Nordy,Dominic Crapuchettes,,7.456,8392,1.31,2.72,1753,822,773992,494,346.0,16924,40,13946,1963,358,348,2860,17,24,45,123,321,928,2400,2900,1300,445,https://boardgamegeek.com/boardgame/182134/evolution-climate,64.99,59.99,74.95,54.11,,,,,55.0,,,,25.0,49.99,,,,,,,,,,,,,,,,,
495,"To stop the Darkness, you'll have to descend to a place light has never touched.",1,6,60.0,60.0,Massive Darkness 2: Hellscape,14.0,2022.0,Adventure;Exploration;Fantasy;Fighting;Miniatures,Action Points;Cooperative Game;Dice Rolling;Modular Board;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Variable Player Powers,Category: Dungeon Crawler;Components: Dice with Icons;Creatures: Demons;Creatures: Monsters;Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);Game: Massive Darkness;Players: Games with Solitaire Rules;Theme: Hell,Alex Olteanu;Marco Portugal,,Édouard Guiton,CMON Global Limited;Guillotine Games;BoardM Factory;Delta Vision Publishing;Galápagos Jogos;Geekach LLC;Hobby World;Portal Games;REXhry,Fábio Cury,,,,,,8.020,3837,1.46,2.74,841,766,1196070,495,,14743,127,9796,708,96,341,2556,38,11,16,32,74,219,573,1300,1000,520,https://boardgamegeek.com/boardgame/315610/massive-darkness-2-hellscape,,109.99,127.95,92.38,,,81.79,110.32,11.95,62.0,87.99,,89.95,,,,,,,,,,,,,,,,,,
496,Play as players who are playing the greatest CCG ever played.,2,5,80.0,120.0,Millennium Blades,12.0,2016.0,Card Game;Real-time,"Commodity Speculation;Deck, Bag, and Pool Building;Hand Management;Open Drafting;Real-Time;Set Collection;Simulation;Trading",Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);Digital Implementations: Tabletopia;Mechanism: Tableau Building;Misc: LongPack Games;Theme: Anime / Manga;Theme: Boardgaming,"D. Brad Talton, Jr.",,Fábio Fontes,Level 99 Games;Delight;GaGa Games;Game Harbor,,,,,,,7.662,5504,1.57,3.65,1199,1083,957094,496,303.0,10293,37,8478,1182,236,367,2233,14,31,64,119,212,533,1200,1600,1100,656,https://boardgamegeek.com/boardgame/151347/millennium-blades,,80.0,99.95,72.16,,,66.99,90.35,129.99,86.0,63.99,79.99,55.0,,,,,,,,,,,,,,,,,,
497,Three heists. Two rivals. One criminal mastermind will rise to the top.,2,2,25.0,35.0,Caper: Europe,10.0,2022.0,Card Game,Area Majority / Influence;Closed Drafting;Set Collection;Tug of War,"Card Games: Lane Battler;Cities: Barcelona (Spain);Cities: London (England, UK);Cities: Paris (France);Cities: Rome (Lazio, Italy);Components: Game Trayz Inside;Continents: Europe;Country: England;Country: France;Country: Italy;Country: Spain;Crowdfunding: Kickstarter;Digital Implementations: Board Game Arena;Digital Implementations: TableTop Simulator Mod (TTS);Digital Implementations: Tabletopia;Misc: Watch It Played How To Videos;Players: Two-Player Only Games;Theme: Burglary and Heists;Theme: Mystery / Crime;Theme: Retro;Versions & Editions: Two-Player Versions of More-Player Games",Unai Rubio,,Josh Emrich,Keymaster Games;Albi;Feuerland Spiele;Tranjis Games,Mattox Shuler,Josh Emrich;Brigette Indelicato;Mattox Shuler,,Donny Behne;Travis D. Hill,,Noah Adelman,7.658,5275,1.17,2.1,939,503,434995,497,,20629,190,10183,834,137,330,3101,2,5,19,37,152,448,1300,2100,1000,265,https://boardgamegeek.com/boardgame/328565/caper-europe,,34.99,,,,,25.99,35.05,29.99,,34.99,,80.0,,,,,,,,,,,,94.0,,,,,,
498,Heroes are resurrected to face dark forces and ancient evil assaulting Talon Coast.,1,5,60.0,90.0,Sword & Sorcery,12.0,2017.0,Adventure;Fantasy;Fighting;Miniatures,Action Points;Area Movement;Cooperative Game;Dice Rolling;Modular Board;Role Playing;Solo / Solitaire Game;Variable Player Powers,Category: Dungeon Crawler;Components: Miniatures;Creatures: Monsters;Crowdfunding: Kickstarter;Digital Implementations: Tabletopia;Game: Sword & Sorcery;Mechanism: Campaign Games;Players: Games with Solitaire Rules,Simone Romano;Nunzio Surace,,Mario Barbati;Fabrizio Fiorentino;Phroilan Gardner;Fausto Gutierrez,Ares Games;Gremlin Project;Devir;GaGa Games;Galakta;Heidelberger Spieleverlag;Intrafin Games;Planplay,,,Pedro Gutierrez,Roberto Di Meglio;Fabio Maiorana,Simone Romano,,7.874,5271,1.54,4.12,1260,2898,2142015,498,,17921,67,11093,1694,246,373,3952,16,20,56,85,174,406,961,1500,1300,718,https://boardgamegeek.com/boardgame/170771/sword-and-sorcery,,73.46,,,99.95,116.75,74.95,101.09,8.95,76.0,65.59,,40.0,,,,,,,,,,,,,,,,,,
499,Team up to outwit Dr. Faux and save the timeline from collapsing!,1,4,60.0,60.0,The LOOP,12.0,2020.0,Card Game;Science Fiction,"Cooperative Game;Cube Tower;Deck, Bag, and Pool Building;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Variable Player Powers;Variable Set-up",Components: Drop Tower;Digital Implementations: Tabletopia;Theme: Mad Science / Mad Scientist;Theme: Physics;Theme: Time Travel,Maxime Rambourg;Théo Rivière,Sébastien Kihm,Simon Caruso,Catch Up Games;Across the Board;Blackrock Games;Board Game Box;GaGa Games;Geekach LLC;HANALL M&C;Lucrum Games;Pandasaurus Games,Sébastien Kihm,Simon Caruso;Clément Milker,,,Sébastien Kihm,,7.713,5168,1.23,2.81,928,683,635428,499,318.0,22173,183,10817,1130,114,427,3640,5,12,22,51,128,426,1100,2000,1000,316,https://boardgamegeek.com/boardgame/316412/the-loop,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,
500,Gather your team from the vast Greek pantheon and fight to the death!,2,4,60.0,90.0,Mythic Battles: Pantheon,14.0,2017.0,Ancient;Card Game;Miniatures;Mythology;Wargame,Area Movement;Campaign / Battle Card Driven;Command Cards;Dice Rolling;Hand Management;Line of Sight;Open Drafting;Player Elimination;Scenario / Mission / Campaign Game;Simulation;Team-Based Game;Variable Player Powers,Ancient: Greece;Components: Miniatures;Country: Greece;Crowdfunding: Kickstarter;Mythology: Greek;Theme: Post-Apocalyptic,Benoit Vogt,,Georges Clarenko;David Demaret;Viktor Dragosani;Vincent Dutrait;Julien Fenoglio;Stéphane Gantiez;Gautier Giroud;Yannick Hennebo;Stef Kopinski;Aragorn Marks;Loïc Muzy;Paolo Parente;Guillem H. Pongiluppi;Pascal Quidault;David Rakoto;Stéphane Simon,Monolith Board Games;Mythic Games;Synergy Games,Grégory Privat,,,,,,8.310,3396,1.58,3.06,921,1075,1214943,500,300.0,10878,20,6748,729,155,190,1332,25,10,21,40,81,164,408,842,945,870,https://boardgamegeek.com/boardgame/186751/mythic-battles-pantheon,,,,,,,,,449.0,,,,99.95,,,,,,,,,,,,,,,,,,
501,Expand your bus line and maybe bend time in this worker placement classic!,3,5,120.0,120.0,Bus,14.0,1999.0,Transportation,Action Points;Action Queue;Network and Route Building;Pick-up and Deliver;Turn Order: Claim Action;Turn Order: Progressive;Worker Placement,Category: Combinatorial;Components: Map (City Scale);Components: Wooden pieces & boards;Misc: Watch It Played How To Videos;Theme: Time Travel,Jeroen Doumen;Joris Wiersinga,,Herman Haverkort;Tamara Jannink;Daan van Paridon;Thijs van Paridon;Joris Wiersinga,Splotter Spellen;Capstone Games,,,,Travis D. Hill,,,7.688,4743,1.43,3.04,1185,372,792573,501,269.0,13985,156,6897,770,63,629,2410,13,15,38,96,164,393,987,1600,1100,372,https://boardgamegeek.com/boardgame/552/bus,,85.0,99.95,72.16,,,64.89,87.52,65.0,,,,,,,,,99.99,,,,,,,,,,,,,
502,The ultimate zombie game made reality. Don't get surrounded!,1,6,60.0,60.0,Zombicide: 2nd Edition,14.0,2021.0,Fighting;Horror;Miniatures;Science Fiction;Zombies,Action Points;Cooperative Game;Dice Rolling;Modular Board;Multiple Maps;Scenario / Mission / Campaign Game;Variable Player Powers,Category: Dungeon Crawler;Components: Miniatures;Creatures: Zombies;Game: Zombicide,Raphaël Guiton;Jean-Baptiste Lullien;Nicolas Raoult,,Édouard Guiton;Thierry Masson;Eric Nouhaut,CMON Global Limited;Guillotine Games;ADC Blackfire Entertainment;BoardM Factory;Delta Vision Publishing;Edge Entertainment;Galápagos Jogos;Geekach LLC;Hobby World;Portal Games;YOKA Games,Fábio Cury,,,,,,7.942,4733,1.40,2.38,740,818,862600,502,,21607,184,12045,755,87,162,1831,18,13,32,44,106,303,849,1700,1100,582,https://boardgamegeek.com/boardgame/286751/zombicide-2nd-edition,,,58.95,42.56,,,90.49,122.05,5.0,96.0,,,,,,,,,,,,,,,,,,,,,
503,Build and maximize your polyomino colony in the New World.,1,4,45.0,90.0,Santa Maria,12.0,2017.0,Civilization;Farming,Dice Rolling;Network and Route Building;Open Drafting;Set Collection;Tile Placement;Variable Player Powers,Components: Polyominoes;Game: Santa Maria;Mechanism: Dice Drafting;Mechanism: Tableau Building;Players: Games with Solitaire Rules;Theme: Colonial,Kristian Amundsen Østby;Eilif Svensson,,Gjermund Bohne,Aporta Games;Arrakis Games;Dal Tenda;Granna;Jumping Turtle Games;Lavka Games;PaperGames (III);Pegasus Spiele;Sharp Point Publishing;Summon Games,,,,,,,7.464,7352,1.18,3.03,1251,281,619390,503,322.0,23696,63,9674,1967,307,323,1571,13,18,32,74,236,714,2100,2900,1100,229,https://boardgamegeek.com/boardgame/229220/santa-maria,,,,,,,,,19.38,,,,48.0,,,,,,,,,,,,,,,,,,
504,Read your teammates’ minds in this pinpoint party game of infinite possibilities.,2,12,30.0,45.0,Wavelength,14.0,2019.0,Party Game,Race;Targeted Clues;Team-Based Game,Components: Game Box Used In Play;Crowdfunding: Kickstarter;Digital Implementations: Apple App Store;Digital Implementations: Google Play,Alex Hague;Justin Vickers;Wolfgang Warsch,,Sofie Hannibal;Nan Na Hvass,Palm Court;Arrakis Games;CMYK;GaGa Games;Galápagos Jogos;Gém Klub Kft.;GoKids 玩樂小子;Hid Konem (Хід Конем);Hobby Japan;Korea Boardgames;Lord of Boards;Rebel Sp. z o.o.;Schmidt Spiele;Zito! Ώρα για παιχνίδι,,,,,,,7.224,16450,1.30,1.11,2254,660,802066,504,,53315,346,28860,2472,375,322,4525,28,40,130,276,832,2300,5400,5000,1800,587,https://boardgamegeek.com/boardgame/262543/wavelength,39.99,31.49,41.95,30.29,,,22.95,30.95,14.99,,35.09,35.99,35.95,,,,,35.49,,,,,,,,,,24.0,,,
505,Europe in conflict during the Protestant Reformation of the 16th century.,2,6,180.0,360.0,Here I Stand,14.0,2006.0,Negotiation;Pike and Shot;Political;Religious;Renaissance;Wargame,Campaign / Battle Card Driven;Dice Rolling;Events;Hand Management;Movement Points;Point to Point Movement;Scenario / Mission / Campaign Game;Simulation;Variable Player Powers;Variable Set-up,Continents: Europe;Country: England;Country: France;Country: Ottoman Empire;Country: Papal States;History: Age of Discovery;History: Classical Age of the Ottoman Empire;History: Habsburg;History: Holy Roman Empire;History: The Italian Wars;Religious: Pope;Religious: The Bible;Theme: Colonial,Ed Beach,,Rodger B. MacGowan;Mark Simonitch,GMT Games;Banana Games;Ergo Ludo Editions;Udo Grebe Gamedesign,,Rodger B. MacGowan,,,,,7.879,3986,1.76,4.2,1381,621,1408097,505,,6969,6,5359,936,139,394,2290,42,41,47,69,131,299,614,1000,1000,676,https://boardgamegeek.com/boardgame/17392/here-i-stand,,,,,,,,,36.0,,,,22.0,,,,,,,20.0,79.95,57.72,,,,,,,,,
506,"Grow trees, gather wood and other materials, craft items and build the best workshop!",1,4,60.0,120.0,Woodcraft,12.0,2022.0,Fantasy;Industry / Manufacturing,Action Drafting;Contracts;Dice Rolling;End Game Bonuses;Income;Rondel;Solo / Solitaire Game,Creatures: Fairies / Elves / Pixies;Mechanism: Purchase Additonal Actions;Theme: Nature;Theme: Trees and Forests,Ross Arnold;Vladimír Suchý,,Michal Peichl,Delicious Games;Arrakis Games;Fox in the Box;Gém Klub Kft.;Intrafin Games;Jumping Turtle Games;Mosaico Jogos;MTS Games;Pegasus Spiele;Portal Games;Rio Grande Games;Rozum;Tesla Games;YOKA Games,,Michal Peichl,,Jason Holt,,,7.604,5721,1.28,3.82,888,574,715408,506,309.0,19915,117,9954,1253,154,354,2907,8,15,41,75,195,466,1300,2200,1100,289,https://boardgamegeek.com/boardgame/355093/woodcraft,,56.63,63.95,46.17,49.95,58.35,,,32.0,,,49.99,32.0,46.98,,,,,,,,,,,,,,,,,
507,"Diverse pirate-animal crews take to the skies, dividing up powerful loot.",1,6,45.0,60.0,Libertalia: Winds of Galecrest,14.0,2022.0,Fantasy;Pirates,Action Queue;Hand Management;Selection Order Bid;Set Collection;Simultaneous Action Selection;Take That;Turn Order: Role Order;Variable Phase Order,Category: Dized Tutorial;Digital Implementations: TableTop Simulator Mod (TTS);Digital Implementations: Tabletopia;Misc: Watch It Played How To Videos;Organizations: Automa Factory;Players: Games with Solitaire Rules;Theme: Airships / Blimps / Dirigibles / Zeppelins;Theme: Anthropomorphic Animals;Theme: Pirates,Paolo Mori,Lines J. Hutter;Morten Monrad Pedersen,Lamaro Smith,Stonemaier Games;999 Games;Albi;Arclight Games;Automa Factory;Delta Vision Publishing;Feuerland Spiele;Ghenos Games;Grok Games;Korea Boardgames;Maldito Games;Matagot;PHALANX;Surfin' Meeple,Jamey Stegmaier,Christine Santana,,Michael S. Lee,,,7.454,7701,1.26,2.19,1200,670,748492,507,341.0,24712,195,14014,1250,184,399,3849,32,21,37,111,217,756,2100,3100,1100,277,https://boardgamegeek.com/boardgame/356033/libertalia-winds-of-galecrest,,59.99,,,,,36.95,49.84,32.04,,48.0,,50.0,,63.99,46.2,,,,,,,49.0,,107.0,,,,,,
508,"Exiles explore the lands of Arydia, fighting and questing, to earn their way home.",1,4,60.0,240.0,Arydia: The Paths We Dare Tread,14.0,2025.0,Adventure;Dice;Exploration;Fantasy,Cooperative Game;Critical Hits and Failures;Dice Rolling;Grid Movement;Line of Sight;Modular Board;Narrative Choice / Paragraph;Role Playing;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Storytelling;Tech Trees / Tech Tracks,Admin: Better Description Needed!;Components: Polyhedral (not D6) dice;Crowdfunding: Kickstarter;Mechanism: Campaign Games;Players: Games with Solitaire Rules,Cody Miller;Ira Fay,,Philipp Ach;Tess Anderson;Lina Cossette;David Forest;Kirk Hamilton,Far Off Games,Ira Fay;Alex McGrath;Luke Townsend,Philipp Ach,Barruz Studio,,,,9.158,1985,1.35,3.32,676,1738,1346378,508,,10765,444,4662,205,29,484,4519,11,6,11,8,14,38,63,190,515,1100,https://boardgamegeek.com/boardgame/219650/arydia-the-paths-we-dare-tread,,,,,,,,,599.0,29.0,,,545.0,,,,,,,,,,,,,,,,,,
509,Build the best metropolis by following the planning rules with this 18-card deck.,1,4,15.0,20.0,Sprawlopolis,8.0,2018.0,Card Game;City Building;Territory Building,Closed Drafting;Cooperative Game;Hand Management;Layering;Solo / Solitaire Game;Tile Placement,Components: Multi-Use Cards;Containers: Wallets;Crowdfunding: Kickstarter;Game: Sprawlopolis;Mechanism: Partially overlapping cards;Players: Games with Solitaire Rules;Series: Master Print Mini (Quined);Series: Micro Game (Matagot);Series: Pocket Games series (Kozak Games);Series: Sprawlopolis;Series: Wallet Games (Button Shy);Theme: City,Steven Aramini;Danny Devine;Paul Kluka,,Loïc Billiau;Dalton Cara;Danny Devine;Karolina Jędrzejak,Button Shy;Across the Board;Banana Games;Diversion (دایورژن);Djama Games;Even Toys and Games;Frosted Games;Funbox Editora;Geekach LLC;KOZAK Games;Lucky Duck Games;Magellan;Matagot;Quined Games;REXhry;Salt & Pepper Games,,,,Travis D. Hill,,,7.283,12007,1.17,1.8,2532,722,759795,509,363.0,110906,516,26901,1823,299,340,3230,7,13,51,157,431,1700,4200,3900,1300,386,https://boardgamegeek.com/boardgame/251658/sprawlopolis,,,,,7.9,9.23,8.89,11.99,,,,,,,,,,,,,,,,,124.0,,,,,,
510,Buy and mix paints to restore the Renaissance fresco and earn the Bishop's favor.,2,4,60.0,60.0,Fresco,10.0,2010.0,Renaissance,Action Queue;Grid Movement;Market;Set Collection;Simultaneous Action Selection;Turn Order: Stat-Based;Worker Placement,Series: Yellow Wave Box (Queen);Theme: Art;Theme: Painting / Paintings,Wolfgang Panning;Marco Ruskowski;Marcel Süßelbeck,,Oliver Schlemmer,Queen Games;Arclight Games;Competo / Marektoy;Devir;Piatnik,,,,,,,7.243,13441,1.15,2.64,2757,456,955086,510,356.0,27201,29,16554,3544,547,424,2386,21,27,52,177,534,1700,4800,4600,1300,318,https://boardgamegeek.com/boardgame/66188/fresco,,,66.95,48.34,,,,,3.82,,,,9.0,,,,,,,,,,,,125.0,,,,,,
511,Space Marines combat Genestealers in the cramped corridors of a derelict spaceship.,2,2,60.0,60.0,Space Hulk (Third Edition),12.0,2009.0,Fighting;Miniatures;Science Fiction;Wargame,Action Points;Dice Rolling;Grid Movement;Modular Board;Scenario / Mission / Campaign Game,"Admin: Better Description Needed!;Category: Dungeon Crawler;Components: Sand Timers;Game: Space Hulk;Mechanism: Campaign Games;Players: Two-Player Only Games;Setting: Warhammer 40,000 Board Games",Richard Halliwell,,John Blanche;Alex Boyd;Robin Carey;Paul Dainton;David Gallagher;Neil Hodgson;Nuala Kinrade;Adrian Smith,Games Workshop Ltd.,,,,,,,7.533,7202,1.79,2.78,1727,1113,1349119,511,,10666,2,10300,1400,233,361,1585,153,46,74,111,266,754,1600,2100,1200,898,https://boardgamegeek.com/boardgame/54625/space-hulk-third-edition,,,,,,,,,349.99,99.0,,,290.0,,,,,,,,,,,,,,,,,,
512,"Smelt precious silver, develop a medieval city, but mind the ever-changing economy!",2,4,60.0,120.0,Kutná Hora: The City of Silver,13.0,2023.0,City Building;Economic;Medieval,Action Queue;Events;Hand Management;Market;Multi-Use Cards;Square Grid;Tile Placement;Turn Order: Progressive;Variable Player Powers;Variable Set-up,Components: RE-Wood;Country: Czech Republic;Theme: Mining,Ondřej Bystroň;Petr Čáslava;Pavel Jarosch,,Roman Bednář;Štěpán Drašťák;Dávid Jablonovský;Jakub Politzer;Milan Vavroň,Czech Games Edition;Cranio Creations;Devir;DiceTree Games;HeidelBÄR Games;IELLO;Laguna;MINDOK;Rawstone;Rebel Sp. z o.o.;Vagabund,Tomáš Uhlíř,Radek Boxan,Roman Bednář,Jason Holt,Jason Holt,,7.773,4669,1.25,3.33,814,712,689376,512,302.0,14355,241,7406,567,91,284,2322,5,8,20,50,105,359,997,1800,1000,340,https://boardgamegeek.com/boardgame/385610/kutna-hora-the-city-of-silver,59.95,56.0,,,,,47.55,64.13,57.68,,59.95,29.99,59.95,,,,,,,,,,,,,,,,,,
513,Smoke! Fire! Work as a team to save as many as you can from a blazing inferno.,2,6,45.0,45.0,Flash Point: Fire Rescue,10.0,2011.0,Adventure,Action Points;Cooperative Game;Dice Rolling;Grid Movement;Pick-up and Deliver;Simulation;Solo / Solitaire Game;Square Grid;Variable Player Powers,Components: 6 x 8 Grids;Components: Polyhedral (not D6) dice;Crowdfunding: Kickstarter;Digital Implementations: Steam;Game: Flash Point: Fire Rescue;Theme: Firefighting,Kevin Lanzing,,Luis Francisco;George Patsouras,Indie Boards & Cards;999 Games;asmodee;Bard Centrum Gier;Broadway Toys LTD;Devir;Elznir Games;FunBox Jogos;Heidelberger Spieleverlag;Hobby Japan;Magellan;MINDOK,,,,,,,7.150,24996,1.26,2.2,4867,1403,1650171,513,,88957,188,40064,5843,1052,466,4521,23,64,217,429,1300,3800,8600,7500,2300,715,https://boardgamegeek.com/boardgame/100901/flash-point-fire-rescue,,,,,,,,,11.0,161.0,,,45.0,,,,,,,,,,,,139.0,,,,,,
514,"Play several battles of the Napoleonic era, with a simple card driven system.",2,2,90.0,90.0,Commands & Colors: Napoleonics,14.0,2010.0,Napoleonic;Wargame,Campaign / Battle Card Driven;Command Cards;Dice Rolling;Grid Movement;Hand Management;Hexagon Grid;Modular Board;Simulation,Country: France;Country: Great Britain;Country: Prussia;Digital Implementations: VASSAL;Game: Commands & Colors Napoleonics;History: Napoleonic Wars;Players: Two-Player Only Games;Players: Wargames with Rules Supporting Only Two Players;Series: Commands & Colors,Richard Borg,,Pierre Benigni;Pascal Da Silva;Donal Hegarty;Rodger B. MacGowan;Mark Simonitch,Doit Games;GMT Games,,,,,,,8.052,3449,1.39,2.75,971,581,1149131,514,,16423,28,6218,855,90,280,1404,15,8,13,36,69,191,571,1200,899,489,https://boardgamegeek.com/boardgame/62222/commands-and-colors-napoleonics,,,,,,,,,8.0,,,,,,,,,,,13.0,,,,,,,,,,,
